protein_id,protein_name,cluster
241,PpPETase,pazy_proteins_cluster_69
398,DP078,pazy_proteins_cluster_69
434,ESM096,pazy_proteins_cluster_69
287,1491,pazy_proteins_cluster_7
335,1340,pazy_proteins_cluster_70
278,1465,pazy_proteins_cluster_70
465,TEP101,pazy_proteins_cluster_70
133,102,pazy_proteins_cluster_71
30,Tcur_1278,pazy_proteins_cluster_72
39,PET30,pazy_proteins_cluster_72
138,301,pazy_proteins_cluster_72
140,307,pazy_proteins_cluster_72
230,TaC,pazy_proteins_cluster_72
300,1169,pazy_proteins_cluster_72
302,1463,pazy_proteins_cluster_72
304,554,pazy_proteins_cluster_72
306,1654,pazy_proteins_cluster_72
308,1591,pazy_proteins_cluster_72
315,1309,pazy_proteins_cluster_72
330,1475,pazy_proteins_cluster_72
430,ESM082,pazy_proteins_cluster_72
439,ESM130,pazy_proteins_cluster_72
31,Tcur0390,pazy_proteins_cluster_72
231,DmC,pazy_proteins_cluster_72
310,1240,pazy_proteins_cluster_72
312,1457,pazy_proteins_cluster_72
314,1641,pazy_proteins_cluster_72
316,414,pazy_proteins_cluster_72
318,1493,pazy_proteins_cluster_72
331,282,pazy_proteins_cluster_72
431,ESM084,pazy_proteins_cluster_72
295,917,pazy_proteins_cluster_72
328,486,pazy_proteins_cluster_73
486,TA29,pazy_proteins_cluster_73
270,Mipa-P,pazy_proteins_cluster_74
16,LCC,pazy_proteins_cluster_75
271,1628,pazy_proteins_cluster_75
273,1625,pazy_proteins_cluster_75
275,1663,pazy_proteins_cluster_75
279,1621,pazy_proteins_cluster_75
294,1642,pazy_proteins_cluster_75
298,1678,pazy_proteins_cluster_75
300,1169,pazy_proteins_cluster_75
306,1654,pazy_proteins_cluster_75
309,1620,pazy_proteins_cluster_75
314,1641,pazy_proteins_cluster_75
316,414,pazy_proteins_cluster_75
322,169,pazy_proteins_cluster_75
332,1635,pazy_proteins_cluster_75
385,DP016,pazy_proteins_cluster_75
416,ESM045,pazy_proteins_cluster_75
447,ESM160,pazy_proteins_cluster_75
449,ESM169,pazy_proteins_cluster_75
472,TEP163,pazy_proteins_cluster_75
474,TEP165,pazy_proteins_cluster_75
17,BhrPETase,pazy_proteins_cluster_75
170,RCut,pazy_proteins_cluster_75
172,PHL-1,pazy_proteins_cluster_75
174,PHL-4,pazy_proteins_cluster_75
176,PHL-6,pazy_proteins_cluster_75
178,RgCut-2,pazy_proteins_cluster_75
259,APET-17,pazy_proteins_cluster_75
280,1617,pazy_proteins_cluster_75
295,917,pazy_proteins_cluster_75
317,1506,pazy_proteins_cluster_75
325,1718,pazy_proteins_cluster_75
386,DP017,pazy_proteins_cluster_75
417,ESM050,pazy_proteins_cluster_75
450,ESM173,pazy_proteins_cluster_75
476,TEP178,pazy_proteins_cluster_75
483,DIEGO,pazy_proteins_cluster_75
238,dsPETase06,pazy_proteins_cluster_76
269,APET-32,pazy_proteins_cluster_76
257,KbPETase,pazy_proteins_cluster_77
275,1663,pazy_proteins_cluster_77
276,Kubu-P,pazy_proteins_cluster_77
467,TEP103,pazy_proteins_cluster_77
313,247,pazy_proteins_cluster_78
319,1395,pazy_proteins_cluster_79
144,407,pazy_proteins_cluster_8
443,ESM144,pazy_proteins_cluster_8
318,1493,pazy_proteins_cluster_8
312,1457,pazy_proteins_cluster_8
457,TEP041,pazy_proteins_cluster_8
236,dsPETase01,pazy_proteins_cluster_80
327,1392,pazy_proteins_cluster_81
37,PHL-7,pazy_proteins_cluster_82
137,214,pazy_proteins_cluster_82
237,dsPETase05,pazy_proteins_cluster_82
296,1537,pazy_proteins_cluster_82
301,1637,pazy_proteins_cluster_82
337,PC3,pazy_proteins_cluster_82
437,ESM121,pazy_proteins_cluster_82
456,TEP037,pazy_proteins_cluster_82
149,606,pazy_proteins_cluster_82
287,1491,pazy_proteins_cluster_82
299,1496,pazy_proteins_cluster_82
318,1493,pazy_proteins_cluster_82
173,PHL-3,pazy_proteins_cluster_82
450,ESM173,pazy_proteins_cluster_82
394,DP057,pazy_proteins_cluster_82
147,503,pazy_proteins_cluster_83
289,1477,pazy_proteins_cluster_83
320,1478,pazy_proteins_cluster_83
330,1475,pazy_proteins_cluster_83
315,1309,pazy_proteins_cluster_83
185,SM14est,pazy_proteins_cluster_84
381,DP003,pazy_proteins_cluster_84
145,409,pazy_proteins_cluster_85
312,1457,pazy_proteins_cluster_85
146,412,pazy_proteins_cluster_85
278,1465,pazy_proteins_cluster_85
285,1468,pazy_proteins_cluster_85
302,1463,pazy_proteins_cluster_85
481,Sis,pazy_proteins_cluster_86
333,1228,pazy_proteins_cluster_87
293,385,pazy_proteins_cluster_88
385,DP016,pazy_proteins_cluster_88
460,TEP067,pazy_proteins_cluster_88
178,RgCut-2,pazy_proteins_cluster_89
476,TEP178,pazy_proteins_cluster_89
120,Cbotu_EstA,pazy_proteins_cluster_9
209,Lip4_120,pazy_proteins_cluster_9
256,APET-5,pazy_proteins_cluster_90
323,1638,pazy_proteins_cluster_91
268,APET-29,pazy_proteins_cluster_92
286,1507,pazy_proteins_cluster_93
291,1522,pazy_proteins_cluster_93
302,1463,pazy_proteins_cluster_93
430,ESM082,pazy_proteins_cluster_93
432,ESM090,pazy_proteins_cluster_93
433,ESM093,pazy_proteins_cluster_93
443,ESM144,pazy_proteins_cluster_93
451,ESM177,pazy_proteins_cluster_93
300,1169,pazy_proteins_cluster_94
142,405,pazy_proteins_cluster_95
329,1424,pazy_proteins_cluster_95
243,HGMP01,pazy_proteins_cluster_96
148,CtPl,pazy_proteins_cluster_97
282,1489,pazy_proteins_cluster_97
290,1482,pazy_proteins_cluster_97
389,DP039,pazy_proteins_cluster_97
224,HG-3,pazy_proteins_cluster_98
31,Tcur0390,pazy_proteins_cluster_99
390,DP040,pazy_proteins_cluster_99
